Timestamp,Input Text,Sentiment,Confidence
2024-03-22 00:33:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.94
2024-10-12 03:42:00,"Great experience, I would highly recommend it!",POSITIVE,0.79
2024-01-22 12:43:00,I absolutely loved this product!,POSITIVE,0.83
2024-02-29 08:27:00,"The product is fine, but nothing special.",NEUTRAL,0.93
2024-03-25 02:27:00,"It was okay, not great but not terrible.",NEUTRAL,0.9
2024-03-10 02:41:00,"It was okay, not great but not terrible.",NEUTRAL,0.83
2024-11-22 14:22:00,"Terrible decision, I regret buying this.",NEGATIVE,0.84
2024-10-08 04:36:00,"Terrible decision, I regret buying this.",NEGATIVE,0.95
2024-09-03 10:30:00,I'm so happy with my purchase!,POSITIVE,0.96
2024-11-26 15:30:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.88
2024-10-10 21:54:00,"Neutral feelings about this, it just works.",NEUTRAL,0.8
2024-04-24 22:11:00,This is the best decision I've made all year!,POSITIVE,0.79
2024-08-16 19:46:00,"It was okay, not great but not terrible.",NEUTRAL,0.81
2024-03-15 16:32:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.81
2024-12-01 05:36:00,"Terrible decision, I regret buying this.",NEGATIVE,0.86
2024-08-24 15:54:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.77
2024-11-03 06:51:00,The service was subpar and unacceptable.,NEGATIVE,0.84
2024-04-27 03:12:00,I absolutely loved this product!,POSITIVE,0.8
2024-01-19 10:07:00,I'm so happy with my purchase!,POSITIVE,0.87
2024-12-29 05:58:00,"It met my expectations, but nothing more.",NEUTRAL,0.77
2024-01-15 17:22:00,"The product is fine, but nothing special.",NEUTRAL,0.8
2024-10-30 06:39:00,The experience was awful and frustrating.,NEGATIVE,0.8
2024-04-25 08:25:00,"Terrible decision, I regret buying this.",NEGATIVE,0.86
2024-05-01 10:02:00,I would not recommend this to anyone.,NEGATIVE,0.82
2024-03-24 23:28:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.8
2024-03-14 23:22:00,The experience was awful and frustrating.,NEGATIVE,0.81
2024-02-11 12:19:00,I would not recommend this to anyone.,NEGATIVE,0.98
2024-11-11 12:44:00,"Neutral feelings about this, it just works.",NEUTRAL,0.8
2024-09-14 16:29:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.81
2024-02-07 01:05:00,"Great experience, I would highly recommend it!",POSITIVE,0.94
2024-03-19 16:09:00,"Great experience, I would highly recommend it!",POSITIVE,0.86
2024-02-19 08:09:00,"Neutral feelings about this, it just works.",NEUTRAL,0.95
2024-07-09 04:44:00,"It was okay, not great but not terrible.",NEUTRAL,0.85
2024-10-15 12:23:00,I would not recommend this to anyone.,NEGATIVE,0.84
2024-06-30 10:29:00,"It met my expectations, but nothing more.",NEUTRAL,0.8
2024-04-10 19:14:00,"The product is fine, but nothing special.",NEUTRAL,0.87
2024-10-29 00:02:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.97
2024-08-01 18:32:00,"It was okay, not great but not terrible.",NEUTRAL,0.95
2024-09-23 14:04:00,"Terrible decision, I regret buying this.",NEGATIVE,0.79
2024-10-28 13:08:00,This is the best decision I've made all year!,POSITIVE,0.9
2024-07-01 18:14:00,I'm so happy with my purchase!,POSITIVE,0.98
2024-07-02 15:38:00,The service was subpar and unacceptable.,NEGATIVE,0.92
2024-04-26 04:04:00,An average experience overall.,NEUTRAL,0.98
2024-03-02 10:34:00,The service was subpar and unacceptable.,NEGATIVE,0.84
2024-07-16 10:46:00,This is the best decision I've made all year!,POSITIVE,0.88
2024-04-01 03:21:00,"The product is fine, but nothing special.",NEUTRAL,0.87
2024-03-25 01:42:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.9
2024-04-24 20:16:00,"The product is fine, but nothing special.",NEUTRAL,0.77
2024-08-31 07:09:00,"It met my expectations, but nothing more.",NEUTRAL,0.93
2024-10-12 09:37:00,I'm so happy with my purchase!,POSITIVE,0.75
2024-10-16 08:25:00,The service was subpar and unacceptable.,NEGATIVE,0.95
2024-06-27 01:28:00,I would not recommend this to anyone.,NEGATIVE,0.95
2024-07-19 08:21:00,An average experience overall.,NEUTRAL,0.94
2024-01-28 10:54:00,The experience was awful and frustrating.,NEGATIVE,0.97
2024-03-06 01:14:00,"The product is fine, but nothing special.",NEUTRAL,0.8
2024-06-26 04:49:00,An average experience overall.,NEUTRAL,0.78
2024-08-21 00:42:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.96
2024-03-23 07:33:00,I'm so happy with my purchase!,POSITIVE,0.93
2024-11-12 15:39:00,"Terrible decision, I regret buying this.",NEGATIVE,0.78
2024-01-22 00:39:00,"It was okay, not great but not terrible.",NEUTRAL,0.86
2024-03-28 18:29:00,I absolutely loved this product!,POSITIVE,0.95
2024-11-07 09:13:00,This is the best decision I've made all year!,POSITIVE,0.82
2024-11-06 23:06:00,"It was okay, not great but not terrible.",NEUTRAL,0.9
2024-02-12 01:11:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.91
2024-04-08 07:20:00,This is the best decision I've made all year!,POSITIVE,0.82
2024-06-06 06:06:00,An average experience overall.,NEUTRAL,0.95
2024-10-17 02:28:00,I would not recommend this to anyone.,NEGATIVE,0.78
2024-08-02 09:26:00,"Great experience, I would highly recommend it!",POSITIVE,0.77
2024-04-06 17:27:00,"Neutral feelings about this, it just works.",NEUTRAL,0.98
2024-11-14 10:39:00,This is the best decision I've made all year!,POSITIVE,0.91
2024-05-02 12:48:00,"It met my expectations, but nothing more.",NEUTRAL,0.84
2024-05-08 09:24:00,I absolutely loved this product!,POSITIVE,0.91
2024-05-10 14:29:00,This is the best decision I've made all year!,POSITIVE,0.96
2024-12-26 11:56:00,The service was subpar and unacceptable.,NEGATIVE,0.82
2024-05-19 01:08:00,I would not recommend this to anyone.,NEGATIVE,0.86
2024-03-09 18:04:00,I absolutely loved this product!,POSITIVE,0.8
2024-01-11 01:53:00,I'm so happy with my purchase!,POSITIVE,0.97
2024-04-20 14:09:00,"It was okay, not great but not terrible.",NEUTRAL,0.81
2024-01-01 03:31:00,The service was subpar and unacceptable.,NEGATIVE,0.99
2024-04-26 09:05:00,I absolutely loved this product!,POSITIVE,0.96
2024-09-01 11:10:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.75
2024-07-29 03:10:00,"Great experience, I would highly recommend it!",POSITIVE,0.97
2024-12-12 13:46:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.84
2024-08-30 03:38:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.9
2024-04-05 01:17:00,The service was subpar and unacceptable.,NEGATIVE,0.96
2024-07-02 14:21:00,I'm so happy with my purchase!,POSITIVE,0.94
2024-12-27 10:52:00,This is the best decision I've made all year!,POSITIVE,0.93
2024-01-31 18:30:00,I absolutely loved this product!,POSITIVE,0.91
2024-12-03 17:43:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.81
2024-03-19 10:32:00,An average experience overall.,NEUTRAL,0.93
2024-04-16 19:07:00,The experience was awful and frustrating.,NEGATIVE,0.82
2024-03-05 07:03:00,"Terrible decision, I regret buying this.",NEGATIVE,0.92
2024-03-09 14:44:00,I would not recommend this to anyone.,NEGATIVE,0.84
2024-07-08 17:46:00,"Terrible decision, I regret buying this.",NEGATIVE,0.79
2024-03-29 02:47:00,I would not recommend this to anyone.,NEGATIVE,0.84
2024-08-30 11:33:00,"Neutral feelings about this, it just works.",NEUTRAL,0.88
2024-03-04 01:03:00,This is the best decision I've made all year!,POSITIVE,0.9
2024-03-29 11:09:00,I would not recommend this to anyone.,NEGATIVE,0.88
2024-05-04 23:29:00,This is the best decision I've made all year!,POSITIVE,0.82
2024-08-25 02:59:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.93
2024-07-02 09:51:00,The experience was awful and frustrating.,NEGATIVE,0.83
2024-01-30 09:55:00,"Terrible decision, I regret buying this.",NEGATIVE,0.79
2024-01-21 13:06:00,"The product is fine, but nothing special.",NEUTRAL,0.88
2024-06-19 10:27:00,I absolutely loved this product!,POSITIVE,0.99
2024-09-18 21:24:00,I'm so happy with my purchase!,POSITIVE,0.8
2024-03-29 03:20:00,I would not recommend this to anyone.,NEGATIVE,0.86
2024-01-19 07:07:00,An average experience overall.,NEUTRAL,0.82
2024-12-29 07:34:00,The service was subpar and unacceptable.,NEGATIVE,0.97
2024-05-20 21:36:00,"The product is fine, but nothing special.",NEUTRAL,0.92
2024-09-28 02:34:00,The experience was awful and frustrating.,NEGATIVE,0.82
2024-10-21 07:34:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.96
2024-12-21 22:35:00,"Neutral feelings about this, it just works.",NEUTRAL,0.93
2024-09-03 01:51:00,I absolutely loved this product!,POSITIVE,0.9
2024-12-26 14:32:00,I'm so happy with my purchase!,POSITIVE,0.84
2024-01-11 13:04:00,I'm so happy with my purchase!,POSITIVE,0.8
2024-04-06 09:45:00,I would not recommend this to anyone.,NEGATIVE,0.79
2024-01-31 18:43:00,This is the best decision I've made all year!,POSITIVE,0.98
2024-11-12 23:17:00,"It met my expectations, but nothing more.",NEUTRAL,0.82
2024-10-24 10:49:00,An average experience overall.,NEUTRAL,0.84
2024-03-21 17:08:00,"Terrible decision, I regret buying this.",NEGATIVE,0.89
2024-11-25 15:55:00,The service was subpar and unacceptable.,NEGATIVE,0.91
2024-05-09 03:23:00,"The product is fine, but nothing special.",NEUTRAL,0.9
2024-11-22 07:06:00,"Terrible decision, I regret buying this.",NEGATIVE,0.94
2024-06-17 16:48:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.81
2024-02-22 18:29:00,"Neutral feelings about this, it just works.",NEUTRAL,0.81
2024-01-28 04:01:00,"Terrible decision, I regret buying this.",NEGATIVE,0.98
2024-01-17 13:11:00,"Neutral feelings about this, it just works.",NEUTRAL,0.99
2024-08-10 00:06:00,"Terrible decision, I regret buying this.",NEGATIVE,0.9
2024-05-31 07:21:00,An average experience overall.,NEUTRAL,0.91
2024-01-16 01:28:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.84
2024-03-08 06:37:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.93
2024-05-09 20:57:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.79
2024-04-01 00:36:00,I would not recommend this to anyone.,NEGATIVE,0.77
2024-12-17 16:31:00,"It met my expectations, but nothing more.",NEUTRAL,0.87
2024-04-15 12:09:00,I'm so happy with my purchase!,POSITIVE,0.8
2024-05-26 15:31:00,"It was okay, not great but not terrible.",NEUTRAL,0.94
2024-09-24 09:48:00,I'm so happy with my purchase!,POSITIVE,0.83
2024-01-13 17:10:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.84
2024-03-25 02:15:00,"Neutral feelings about this, it just works.",NEUTRAL,0.96
2024-07-11 19:31:00,"Neutral feelings about this, it just works.",NEUTRAL,0.77
2024-08-05 01:04:00,"Great experience, I would highly recommend it!",POSITIVE,0.87
2024-11-20 20:31:00,"It was okay, not great but not terrible.",NEUTRAL,0.89
2024-04-01 15:50:00,"Great experience, I would highly recommend it!",POSITIVE,0.99
2024-09-07 17:52:00,"Great experience, I would highly recommend it!",POSITIVE,0.98
2024-06-25 03:26:00,"It met my expectations, but nothing more.",NEUTRAL,0.94
2024-12-18 23:42:00,"Great experience, I would highly recommend it!",POSITIVE,0.75
2024-08-18 18:16:00,"It met my expectations, but nothing more.",NEUTRAL,0.95
2024-03-27 15:52:00,"It was okay, not great but not terrible.",NEUTRAL,0.95
2024-08-24 03:10:00,"Neutral feelings about this, it just works.",NEUTRAL,0.95
2024-02-19 07:19:00,"It met my expectations, but nothing more.",NEUTRAL,0.95
2024-09-07 23:03:00,"Terrible decision, I regret buying this.",NEGATIVE,0.83
2024-11-06 22:35:00,"Terrible decision, I regret buying this.",NEGATIVE,0.89
2024-06-23 14:39:00,The experience was awful and frustrating.,NEGATIVE,0.81
2024-08-21 07:43:00,I would not recommend this to anyone.,NEGATIVE,0.97
2024-04-09 18:09:00,This is the best decision I've made all year!,POSITIVE,0.91
2024-07-06 18:41:00,"It was okay, not great but not terrible.",NEUTRAL,0.8
2024-01-27 06:59:00,"Great experience, I would highly recommend it!",POSITIVE,0.96
2024-04-30 01:12:00,"Neutral feelings about this, it just works.",NEUTRAL,0.75
2024-04-06 12:57:00,"It met my expectations, but nothing more.",NEUTRAL,0.82
2024-03-14 21:41:00,This is the best decision I've made all year!,POSITIVE,0.77
2024-08-21 17:07:00,"The product is fine, but nothing special.",NEUTRAL,0.98
2024-03-07 08:27:00,The experience was awful and frustrating.,NEGATIVE,0.89
2024-11-21 00:07:00,"Neutral feelings about this, it just works.",NEUTRAL,0.84
2024-10-17 09:43:00,"It was okay, not great but not terrible.",NEUTRAL,0.93
2024-08-08 06:21:00,"Great experience, I would highly recommend it!",POSITIVE,0.85
2024-11-15 04:02:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.76
2024-12-11 10:27:00,I absolutely loved this product!,POSITIVE,0.79
2024-05-21 08:50:00,An average experience overall.,NEUTRAL,0.87
2024-07-02 09:53:00,"The product is fine, but nothing special.",NEUTRAL,0.88
2024-10-12 13:22:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.84
2024-02-03 04:25:00,"Great experience, I would highly recommend it!",POSITIVE,0.79
2024-01-13 21:09:00,This is the best decision I've made all year!,POSITIVE,0.94
2024-05-15 08:30:00,I would not recommend this to anyone.,NEGATIVE,0.81
2024-08-21 20:27:00,"Terrible decision, I regret buying this.",NEGATIVE,0.98
2024-11-05 00:27:00,"Neutral feelings about this, it just works.",NEUTRAL,0.94
2024-09-21 10:29:00,I would not recommend this to anyone.,NEGATIVE,0.92
2024-05-13 23:20:00,"It was okay, not great but not terrible.",NEUTRAL,0.77
2024-08-20 19:24:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.96
2024-12-10 02:03:00,This is the best decision I've made all year!,POSITIVE,0.91
2024-12-21 10:17:00,"The product is fine, but nothing special.",NEUTRAL,0.83
2024-06-26 05:57:00,An average experience overall.,NEUTRAL,0.94
2024-09-03 16:02:00,"The product is fine, but nothing special.",NEUTRAL,0.92
2024-02-22 14:05:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.86
2024-01-03 22:56:00,"Great experience, I would highly recommend it!",POSITIVE,0.93
2024-04-04 03:05:00,"Terrible decision, I regret buying this.",NEGATIVE,0.85
2024-08-29 06:14:00,"Neutral feelings about this, it just works.",NEUTRAL,0.93
2024-07-03 00:51:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.81
2024-12-15 18:37:00,I would not recommend this to anyone.,NEGATIVE,0.92
2024-12-09 22:44:00,An average experience overall.,NEUTRAL,0.9
2024-09-04 02:41:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.83
2024-04-13 08:47:00,"It met my expectations, but nothing more.",NEUTRAL,0.88
2024-01-04 20:11:00,An average experience overall.,NEUTRAL,0.97
2024-08-26 14:18:00,"Neutral feelings about this, it just works.",NEUTRAL,0.76
2024-01-15 21:22:00,The experience was awful and frustrating.,NEGATIVE,0.82
2024-10-02 20:01:00,An average experience overall.,NEUTRAL,0.87
2024-04-29 04:16:00,This is the best decision I've made all year!,POSITIVE,0.85
2024-10-18 18:11:00,"Neutral feelings about this, it just works.",NEUTRAL,0.94
2024-12-10 08:30:00,"The product is fine, but nothing special.",NEUTRAL,0.77
2024-06-15 04:33:00,"Neutral feelings about this, it just works.",NEUTRAL,0.98
2024-02-15 23:08:00,"Great experience, I would highly recommend it!",POSITIVE,0.86
2024-10-07 07:08:00,"Terrible decision, I regret buying this.",NEGATIVE,0.85
2024-07-09 06:56:00,This is the best decision I've made all year!,POSITIVE,0.79
2024-02-08 02:16:00,"It was okay, not great but not terrible.",NEUTRAL,0.97
2024-12-06 21:34:00,"It met my expectations, but nothing more.",NEUTRAL,0.93
2024-06-13 15:45:00,The service was subpar and unacceptable.,NEGATIVE,0.76
2024-09-03 23:52:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.85
2024-10-20 03:27:00,I'm so happy with my purchase!,POSITIVE,0.83
2024-12-19 05:07:00,"It was okay, not great but not terrible.",NEUTRAL,0.79
2024-01-25 00:55:00,I absolutely loved this product!,POSITIVE,0.95
2024-03-03 19:20:00,This is the best decision I've made all year!,POSITIVE,0.93
2024-02-22 04:06:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.92
2024-02-16 21:08:00,"Great experience, I would highly recommend it!",POSITIVE,0.98
2024-08-03 10:33:00,"It was okay, not great but not terrible.",NEUTRAL,0.81
2024-01-10 11:23:00,"The product is fine, but nothing special.",NEUTRAL,0.8
2024-10-13 01:29:00,The service was subpar and unacceptable.,NEGATIVE,0.87
2024-10-15 10:56:00,"Terrible decision, I regret buying this.",NEGATIVE,0.78
2024-10-11 18:49:00,"Neutral feelings about this, it just works.",NEUTRAL,0.75
2024-04-03 10:59:00,"Great experience, I would highly recommend it!",POSITIVE,0.88
2024-03-08 06:01:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.93
2024-06-22 07:41:00,The service was subpar and unacceptable.,NEGATIVE,0.89
2024-12-25 16:32:00,I would not recommend this to anyone.,NEGATIVE,0.99
2024-06-06 08:08:00,I'm so happy with my purchase!,POSITIVE,0.97
2024-03-05 17:58:00,An average experience overall.,NEUTRAL,0.87
2024-12-25 13:48:00,"The product is fine, but nothing special.",NEUTRAL,0.96
2024-08-06 20:09:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.87
2024-05-13 16:54:00,I absolutely loved this product!,POSITIVE,0.77
2024-12-02 01:27:00,"It met my expectations, but nothing more.",NEUTRAL,0.96
2024-03-25 10:47:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.8
2024-11-04 20:55:00,I absolutely loved this product!,POSITIVE,0.85
2024-09-10 12:46:00,"It met my expectations, but nothing more.",NEUTRAL,0.86
2024-09-13 21:23:00,The service was subpar and unacceptable.,NEGATIVE,0.97
2024-02-06 19:40:00,The service was subpar and unacceptable.,NEGATIVE,0.77
2024-10-01 18:27:00,"Great experience, I would highly recommend it!",POSITIVE,0.94
2024-05-11 03:06:00,An average experience overall.,NEUTRAL,0.94
2024-02-01 14:36:00,The experience was awful and frustrating.,NEGATIVE,0.82
2024-12-18 13:18:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.77
2024-08-08 07:40:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.93
2024-07-21 22:03:00,I'm so happy with my purchase!,POSITIVE,0.81
2024-12-05 01:12:00,I would not recommend this to anyone.,NEGATIVE,0.94
2024-01-08 07:12:00,"Neutral feelings about this, it just works.",NEUTRAL,0.9
2024-10-29 23:57:00,An average experience overall.,NEUTRAL,0.79
2024-06-01 01:09:00,"Great experience, I would highly recommend it!",POSITIVE,0.91
2024-09-22 15:08:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.89
2024-10-05 15:25:00,This is the best decision I've made all year!,POSITIVE,0.87
2024-08-30 05:08:00,"It was okay, not great but not terrible.",NEUTRAL,0.78
2024-08-18 14:09:00,"It met my expectations, but nothing more.",NEUTRAL,0.88
2024-04-27 11:44:00,"Great experience, I would highly recommend it!",POSITIVE,0.99
2024-03-08 03:54:00,I would not recommend this to anyone.,NEGATIVE,0.87
2024-02-10 09:52:00,I would not recommend this to anyone.,NEGATIVE,0.86
2024-07-29 16:20:00,An average experience overall.,NEUTRAL,0.95
2024-11-14 03:14:00,"It was okay, not great but not terrible.",NEUTRAL,0.85
2024-10-31 06:34:00,I'm so happy with my purchase!,POSITIVE,0.8
2024-10-27 16:37:00,I absolutely loved this product!,POSITIVE,0.92
2024-08-02 01:18:00,"Terrible decision, I regret buying this.",NEGATIVE,0.83
2024-02-03 13:57:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.98
2024-01-09 06:33:00,The service was subpar and unacceptable.,NEGATIVE,0.86
2024-02-21 05:17:00,"Terrible decision, I regret buying this.",NEGATIVE,0.78
2024-10-31 01:44:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.96
2024-07-13 22:03:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.75
2024-05-19 12:10:00,"It met my expectations, but nothing more.",NEUTRAL,0.85
2024-10-15 09:12:00,An average experience overall.,NEUTRAL,0.9
2024-08-07 15:16:00,I would not recommend this to anyone.,NEGATIVE,0.93
2024-05-02 18:13:00,"It was okay, not great but not terrible.",NEUTRAL,0.93
2024-06-19 20:06:00,The service was subpar and unacceptable.,NEGATIVE,0.76
2024-10-05 16:27:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.88
2024-12-23 11:15:00,"Great experience, I would highly recommend it!",POSITIVE,0.93
2024-05-22 19:47:00,"It was okay, not great but not terrible.",NEUTRAL,0.95
2024-09-28 13:32:00,The experience was awful and frustrating.,NEGATIVE,0.76
2024-07-16 08:08:00,"Great experience, I would highly recommend it!",POSITIVE,0.77
2024-07-29 20:25:00,I'm so happy with my purchase!,POSITIVE,0.86
2024-05-19 20:03:00,"Neutral feelings about this, it just works.",NEUTRAL,0.96
2024-05-06 15:01:00,"Neutral feelings about this, it just works.",NEUTRAL,0.93
2024-11-05 12:16:00,The service was subpar and unacceptable.,NEGATIVE,0.82
2024-11-03 06:50:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.76
2024-05-28 20:02:00,I would not recommend this to anyone.,NEGATIVE,0.9
2024-12-21 13:31:00,"The product is fine, but nothing special.",NEUTRAL,0.97
2024-07-14 08:46:00,The service was subpar and unacceptable.,NEGATIVE,0.94
2024-08-09 14:43:00,This is the best decision I've made all year!,POSITIVE,0.93
2024-02-07 11:51:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.83
2024-05-22 20:43:00,An average experience overall.,NEUTRAL,0.9
2024-03-10 22:00:00,"The product is fine, but nothing special.",NEUTRAL,0.89
2024-12-23 18:54:00,I'm so happy with my purchase!,POSITIVE,0.96
2024-07-15 06:55:00,An average experience overall.,NEUTRAL,0.92
2024-03-03 16:13:00,The service was subpar and unacceptable.,NEGATIVE,0.79
2024-06-11 18:55:00,The service was subpar and unacceptable.,NEGATIVE,0.75
2024-03-14 04:11:00,"Neutral feelings about this, it just works.",NEUTRAL,0.75
2024-01-10 02:54:00,The experience was awful and frustrating.,NEGATIVE,0.91
2024-01-23 22:05:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.88
2024-10-29 22:40:00,An average experience overall.,NEUTRAL,0.89
2024-01-21 06:01:00,I absolutely loved this product!,POSITIVE,0.89
2024-11-12 12:58:00,I absolutely loved this product!,POSITIVE,0.9
2024-12-13 08:19:00,This is the best decision I've made all year!,POSITIVE,0.76
2024-03-05 20:54:00,"It was okay, not great but not terrible.",NEUTRAL,0.75
2024-11-22 22:16:00,"The product is fine, but nothing special.",NEUTRAL,0.85
2024-12-07 03:27:00,An average experience overall.,NEUTRAL,0.91
2024-06-16 12:30:00,The service was subpar and unacceptable.,NEGATIVE,0.89
2024-07-24 09:34:00,I would not recommend this to anyone.,NEGATIVE,0.92
2024-08-14 10:19:00,"Great experience, I would highly recommend it!",POSITIVE,0.78
2024-04-19 01:32:00,I would not recommend this to anyone.,NEGATIVE,0.87
2024-05-28 07:59:00,This is the best decision I've made all year!,POSITIVE,0.81
2024-06-26 10:54:00,This is the best decision I've made all year!,POSITIVE,0.76
2024-01-14 18:33:00,I absolutely loved this product!,POSITIVE,0.86
2024-03-20 19:53:00,"Neutral feelings about this, it just works.",NEUTRAL,0.93
2024-07-11 14:33:00,"It met my expectations, but nothing more.",NEUTRAL,0.9
2024-08-29 11:54:00,"Great experience, I would highly recommend it!",POSITIVE,0.79
2024-11-21 21:28:00,I absolutely loved this product!,POSITIVE,0.89
2024-01-28 02:35:00,This is the best decision I've made all year!,POSITIVE,0.89
2024-04-19 18:25:00,"It met my expectations, but nothing more.",NEUTRAL,0.91
2024-01-06 14:09:00,I absolutely loved this product!,POSITIVE,0.82
2024-11-20 21:35:00,"It was okay, not great but not terrible.",NEUTRAL,0.97
2024-01-27 18:01:00,The service was subpar and unacceptable.,NEGATIVE,0.87
2024-08-08 13:56:00,"Great experience, I would highly recommend it!",POSITIVE,0.8
2024-09-23 09:33:00,"It met my expectations, but nothing more.",NEUTRAL,0.93
2024-04-14 03:21:00,"The product is fine, but nothing special.",NEUTRAL,0.92
2024-03-30 19:13:00,I'm very disappointed in the quality of this item.,NEGATIVE,0.98
2024-09-24 12:01:00,The service was fantastic and exceeded my expectations.,POSITIVE,0.83
2024-08-01 21:56:00,"It was okay, not great but not terrible.",NEUTRAL,0.82
2024-01-14 20:36:00,This is the best decision I've made all year!,POSITIVE,0.92
2024-02-13 22:52:00,"Terrible decision, I regret buying this.",NEGATIVE,0.78
2024-07-10 17:41:00,I'm so happy with my purchase!,POSITIVE,0.85
2024-03-15 15:16:00,"Terrible decision, I regret buying this.",NEGATIVE,0.84
2024-01-11 17:48:00,The service was subpar and unacceptable.,NEGATIVE,0.99
2024-07-24 14:16:00,An average experience overall.,NEUTRAL,0.9
2024-05-11 04:51:00,"Neutral feelings about this, it just works.",NEUTRAL,0.78
